WK_CODE	WK_NAAM
WK035801	Wijk 01 Kudelstraat en Kalslagen
WK035802	Wijk 02 Oosteinde
WK036101	Zuid
WK036102	Oudorp
WK036103	Overdie
WK036104	West
WK036105	Huiswaard
WK036106	De Mare
WK036107	Daalmeer/Koedijk
WK036108	Centrum
WK036109	Schermer
WK036110	Graft-De Rijp
WK036111	Vroonermeer
WK036201	Randwijck
WK036202	Patrimonium
WK036203	Elsrijk
WK036204	Stadshart
WK036205	Uilenstede, Kronenburg
WK036206	Bankras, Kostverloren
WK036207	Buitengebied Noord
WK036208	Keizer Karelpark
WK036209	Groenelaan
WK036210	Waardhuizen, Middenhoven
WK036211	Bovenkerk - Westwijk Noord
WK036212	Westwijk Zuid
WK036213	Buitengebied Zuid
WK036214	Amsterdamse Bos
WK036399	Groot water
WK0363AA	Haarlemmerbuurt
WK0363AB	Jordaan
WK0363AC	Grachtengordel-West
WK0363AD	Burgwallen-Nieuwe Zijde
WK0363AE	Burgwallen-Oude Zijde
WK0363AF	Nieuwmarkt/Lastage
WK0363AG	Grachtengordel-Zuid
WK0363AH	De Weteringschans
WK0363AJ	Weesperbuurt/Plantage
WK0363AK	Oostelijke Eilanden/Kadijken
WK0363BA	Havens-West
WK0363BB	Coenhaven/Minervahaven
WK0363EA	Sloterdijk-West
WK0363EB	Spaarndammerbuurt/Zeeheldenbuurt
WK0363EC	Houthavens
WK0363ED	De Kolenkit
WK0363EE	Landlust
WK0363EF	Erasmuspark
WK0363EG	Centrale Markt
WK0363EH	Staatsliedenbuurt
WK0363EJ	Frederik Hendrikbuurt
WK0363EK	Van Galenbuurt
WK0363EL	Geuzenbuurt
WK0363EM	Hoofdweg e.o.
WK0363EN	Chassébuurt
WK0363EP	Bellamybuurt
WK0363EQ	Da Costabuurt
WK0363ER	Westindische Buurt
WK0363ES	Van Lennepbuurt
WK0363ET	Overtoomse Sluis
WK0363EU	Helmersbuurt
WK0363EV	Vondelparkbuurt
WK0363FA	Sloterdijk Nieuw-West
WK0363FB	Geuzenveld
WK0363FC	Slotermeer-West
WK0363FD	Slotermeer-Noordoost
WK0363FE	Slotermeer-Zuidoost
WK0363FF	Lutkemeer/Ookmeer
WK0363FG	De Aker
WK0363FH	De Punt
WK0363FJ	Osdorp-Midden
WK0363FK	Osdorp-Oost
WK0363FL	Slotervaart-Noord
WK0363FM	Overtoomse Veld
WK0363FN	Slotervaart-Zuid
WK0363FP	Westlandgracht
WK0363FQ	Sloten/Nieuw-Sloten
WK0363KA	Hoofddorppleinbuurt
WK0363KB	Schinkelbuurt
WK0363KC	Willemspark
WK0363KD	Museumkwartier
WK0363KE	Oude Pijp
WK0363KF	Nieuwe Pijp
WK0363KG	Zuid Pijp
WK0363KH	Stadionbuurt
WK0363KJ	Apollobuurt
WK0363KK	Scheldebuurt
WK0363KL	IJselbuurt
WK0363KM	Rijnbuurt
WK0363KN	Prinses Irenebuurt e.o.
WK0363KP	Zuidas
WK0363KQ	Buitenveldert-West
WK0363KR	Buitenveldert-Oost
WK0363MA	Oostelijk Havengebied
WK0363MB	Weesperzijde
WK0363MC	Oosterparkbuurt
WK0363MD	Transvaalbuurt
WK0363ME	Dapperbuurt
WK0363MF	Indische Buurt-West
WK0363MG	Indische Buurt-Oost
WK0363MH	Zeeburgereiland/Bovendiep
WK0363MJ	IJburg-West
WK0363MK	IJburg-Oost
WK0363ML	IJburg-Zuid
WK0363MM	Frankendael
WK0363MN	Middenmeer
WK0363MP	Betondorp
WK0363MQ	Omval/Overamstel
WK0363NA	Oostzanerwerf
WK0363NB	Noordelijke IJ-oevers-West
WK0363NC	Tuindorp Oostzaan
WK0363ND	Kadoelen
WK0363NE	Banne Buiksloot
WK0363NF	Nieuwendammerdijk/Buiksloterdijk
WK0363NG	Elzenhagen
WK0363NH	Buikslotermeer
WK0363NJ	Waterlandpleinbuurt
WK0363NK	Volewijck
WK0363NL	IJplein/Vogelbuurt
WK0363NM	Tuindorp Buiksloot
WK0363NN	Tuindorp Nieuwendam
WK0363NP	Noordelijke IJ-oevers-Oost
WK0363NQ	Waterland
WK0363SA	Driemond
WK0363SB	Bloemendalerpolder
WK0363SC	Weesp-Noordwest
WK0363SD	Weesp Binnenstad/Zuid
WK0363SE	Aetsveld/Oostelijke Vechtoever
WK0363TA	Amstel III/Bullewijk
WK0363TB	Venserpolder
WK0363TC	Amsterdamse Poort e.o.
WK0363TD	H-buurt
WK0363TE	Ganzenhoef e.o.
WK0363TF	Geerdinkhof/Kantershof
WK0363TG	Bijlmermuseum
WK0363TH	K-buurt
WK0363TJ	Holendrecht
WK0363TK	Nellestein
WK0363TL	Reigersbos
WK0363TM	Gein
WK037301	Wijk 01 Bergen Binnen
WK037302	Wijk 02 Bergen aan Zee
WK037303	Wijk 03 Buitengebied Bergen
WK037304	Wijk 04 Egmond aan Zee
WK037305	Wijk 05 Egmond-Binnen
WK037306	Wijk 06 Egmond aan den Hoef
WK037307	Wijk 07 Schoorl
WK037399	Groot water
WK037500	Centrum
WK037501	Vondelkwartier
WK037502	Oranjebuurt
WK037503	Kuenenkwartier
WK037504	Warande
WK037505	Noordwestelijk tuinbouwgebied
WK037506	Oosterwijk en Zwaansmeer
WK037507	Meerestein
WK037508	Wijk aan Zee
WK037509	de Pijp en Wijkerbroek
WK037510	Broekpolder
WK037599	Groot water
WK037601	Blaricum
WK037699	Groot water
WK037700	Wijk 00 Bloemendaal
WK037701	Wijk 01 Overveen
WK037702	Wijk 02 Aerdenhout
WK037703	Wijk 03 Vogelenzang
WK037704	Wijk 04 Bennebroek
WK037799	Groot water
WK038300	Wijk 00 Centrum
WK038301	Wijk 01 Castricum-Noord
WK038302	Wijk 02 Castricum-Oost
WK038303	Wijk 03 Castricum-Zuid
WK038304	Wijk 04 Bakkum
WK038305	Wijk 05 Akersloot
WK038306	Wijk 06 De Woude
WK038307	Wijk 07 Limmen
WK038399	Groot water
WK038401	Diemen Noord
WK038402	Diemen Centrum
WK038403	Diemen Zuid
WK038404	Bergwijkpark
WK038405	Holland Park
WK038406	Bedrijventerreinen
WK038407	Plantage de Sniep
WK038408	Buitengebied
WK038499	Groot water
WK038500	Wijk 00 Edam
WK038501	Wijk 01 Purmer
WK038502	Wijk 02 Volendam
WK038503	Wijk 03 Beets
WK038504	Wijk 04 Oosthuizen
WK038505	Wijk 05 Warder
WK038506	Wijk 06 Middelie
WK038507	Wijk 07 Kwadijk
WK038508	Wijk 08 Schardam
WK038509	Wijk 09 Hobrede
WK038599	Groot water
WK038800	Centrum en Havens
WK038801	Enkhuizen Noord
WK038802	Enkhuizen Buitengebied
WK038803	Enkhuizen Zuid
WK038810	Buitengebied IJsselmeer en Markermeer
WK038899	Groot water
WK039201	Oude Stad
WK039202	Haarlemmerhoutkwartier
WK039203	Zijlwegkwartier
WK039204	Houtvaartkwartier
WK039205	Duinwijk
WK039206	Waarder- en Veerpolder
WK039207	Amsterdamsewijk
WK039208	Slachthuiswijk
WK039209	Parkwijk
WK039210	Transvaalwijk
WK039211	Indischewijk
WK039212	Ter Kleefkwartier
WK039213	Te Zaanenkwartier
WK039214	Vogelenwijk
WK039215	Delftwijk
WK039216	Vondelkwartier
WK039217	Spaarndam
WK039218	Europawijk
WK039219	Boerhaavewijk
WK039220	Molenwijk
WK039221	Meerwijk
WK039401	Hoofddorp
WK039402	Nieuw-Vennep
WK039403	Zwanenburg
WK039404	Lijnden / Boesingheliede
WK039405	Badhoevedorp
WK039406	Aalsmeerderbrug/ Oude Meer/ Rozenburg / Schiphol Rijk
WK039407	Rijsenhout
WK039408	Burgerveen / Leimuiderbrug / Weteringbrug
WK039409	Abbenes / Buitenkaag
WK039410	Lisserbroek
WK039411	Beinsdorp
WK039412	Zwaanshoek
WK039413	Cruquius
WK039415	Vijfhuizen
WK039416	Schiphol
WK039420	Spaarndam
WK039421	Haarlemmerliede
WK039422	Halfweg
WK039601	Wijk 01 Heemskerk-Dorp
WK039602	Wijk 02 Commandeurs en Marquette
WK039603	Wijk 03 Hofland, Oosterwijk en Zuidbroek
WK039604	Wijk 04 Heemskerkerduin en Noorddorp
WK039605	Wijk 05 Poelenburg en Oosterzij
WK039606	Wijk 06 Noordbroek en De Trompet
WK039607	Wijk 07 Kerkbeek
WK039608	Wijk 08 Assumburg
WK039609	Wijk 09 Hoogdorp en Waterakkers
WK039610	Wijk 10 Broekpolder
WK039611	Wijk 11 Oostelijk Heemskerk
WK039699	Groot water
WK039700	Wijk 00 Heemstede-Centrum
WK039701	Wijk 01 Heemstede-Zuid
WK039702	Wijk 02 Heemstede west van de spoorbaan
WK039901	Wijk 01 Blockhovepark
WK039902	Wijk 02 Heiloo Noord-West
WK039903	Wijk 03 Heiloo-Midden
WK039904	Wijk 04 Heiloo-West
WK039905	Wijk 05 Stationsomgeving
WK039906	Wijk 06 Ypestein
WK039907	Wijk 07 Heiloo-Oost
WK039908	Wijk 08 Heiloo Zuid-West
WK040001	Wijk 01 Stad binnen de Linie-Oost
WK040002	Wijk 02 Stad binnen de Linie-West
WK040003	Wijk 03 Nieuw Den Helder-West
WK040004	Wijk 04 Nieuw Den Helder-Oost
WK040005	Wijk 05 De Schooten
WK040006	Wijk 06 Het Koegras
WK040007	Wijk 07 Duinzoom
WK040008	Wijk 08 Julianadorp
WK040099	Groot water
WK040201	Centrum
WK040202	Noordwest
WK040203	Zuidwest
WK040204	Zuid
WK040205	Zuidoost
WK040206	Oost
WK040207	Noordoost
WK040208	Hilversumse Meent
WK040209	Landelijk Gebied
WK040510	Wijk 10 Binnenstad
WK040511	Wijk 11 Venenlaan-kwartier
WK040512	Wijk 12 Hoorn-Noord
WK040513	Wijk 13 Grote Waal
WK040520	Wijk 20 Risdam-Zuid
WK040521	Wijk 21 Risdam-Noord
WK040522	Wijk 22 Nieuwe Steen
WK040530	Wijk 30 Zwaag
WK040531	Wijk 31 Blokker
WK040532	Wijk 32 Kersenboogerd-Noord
WK040533	Wijk 33 Kersenboogerd-Zuid
WK040534	Wijk 34 Hoorn 80
WK040535	Wijk 35 Bangert en Oosterpolder
WK040536	Wijk 36 Noord
WK040599	Groot water
WK040600	Wijk 00 Oude Dorp
WK040601	Wijk 01 Westereng
WK040602	Wijk 02 Buitenwijken
WK040603	Wijk 03 Erica en Tafelberg
WK040604	Wijk 04 Staatslieden en Componistenbuurt
WK040605	Wijk 05 Havengebied
WK040606	Wijk 06 Zenderwijk en Bovenweg
WK040607	Wijk 07 Stad en Lande
WK040608	Wijk 08 Huizermaat West en Zuid
WK040609	Wijk 09 Huizermaat Noord
WK040610	Wijk 10 Bijvanck
WK040611	Wijk 11 Bovenmaten
WK040612	Wijk 12 Hogemaat
WK040699	Groot water
WK041501	Purmerland
WK041502	Den Ilp
WK041503	Landsmeer
WK041703	Laren
WK042001	Medemblik
WK042002	Opperdoes
WK042003	Twisk
WK042004	Lambertschaag
WK042005	Abbekerk
WK042006	Sijbekarspel
WK042007	Benningbroek
WK042008	Wognum
WK042009	Zwaagdijk-West
WK042010	Nibbixwoud
WK042011	Midwoud
WK042012	Oostwoud
WK042013	Hauwert
WK042014	Zwaagdijk-Oost
WK042015	Wervershoof
WK042016	Andijk
WK042099	Groot water
WK043100	Wijk 00
WK043201	Opmeer
WK043202	Spanbroek
WK043203	Hoogwoud
WK043204	Aartswoud
WK043205	De Weere
WK043700	Wijk 00
WK043901	Wijk 01 Centrum
WK043902	Wijk 02 Overwhere
WK043903	Wijk 03 Wheermolen
WK043904	Wijk 04 Gors
WK043905	Wijk 05 Purmer-Noord
WK043906	Wijk 06 Purmer-Zuid
WK043907	Wijk 07 Weidevenne
WK043908	Beemster
WK044101	Schagerbrug
WK044102	Schagen-Zuid
WK044103	Burgerbrug
WK044104	Sint Maarten
WK044105	Warmenhuizen
WK044106	Tuitjenhorn
WK044107	Waarland
WK044108	Dirkshorn
WK044109	Oudesluis
WK044110	Schagen-Centrum
WK044111	Petten
WK044112	Sint Maartensbrug
WK044113	t Zand
WK044114	Sint Maartensvlotbrug
WK044115	Callantsoog
WK044116	Schagen-West
WK044117	Schagen-Oost
WK044118	Schagen-Noord
WK044199	Groot water
WK044800	Wijk 00 Het Oude Land en duingebied
WK044801	Wijk 01 Het Nieuwe Land
WK044899	Groot water
WK045000	Wijk 00 Uitgeest
WK045115	Wijk 15 Dorpscentrum
WK045125	Wijk 25 Thamerdal
WK045135	Wijk 35 Zijdelwaard
WK045145	Wijk 45 Legmeer
WK045150	Wijk 50 Langs de Vuurlinie
WK045155	Wijk 55 Veilinggebied
WK045165	Wijk 65 Meerwijk
WK045175	Wijk 75 Bedrijventerrein
WK045185	Wijk 85 Meerwijk
WK045190	Wijk 90 Glastuinbouwgebied
WK045195	Wijk 95 Veenweidegebied
WK045300	Wijk 00 Velsen-Zuid en Driehuis
WK045301	Wijk 01 IJmuiden-Noord
WK045302	Wijk 02 IJmuiden-Zuid
WK045303	Wijk 03 IJmuiden-West
WK045304	Wijk 04 Zee- en Duinwijk
WK045305	Wijk 05 Velsen-Noord
WK045306	Wijk 06 Santpoort-Noord
WK045307	Wijk 07 Santpoort-Zuid
WK045308	Wijk 08 Velserbroek
WK045309	Wijk 09 Spaarndammerpolder
WK045399	Groot water
WK047301	Zandvoort Noord
WK047302	Zandvoort Zuid
WK047303	Bentveld
WK047304	Buitengebied
WK047399	Groot water
WK047911	Wijk 11 Zaandam Zuid
WK047912	Wijk 12 Poelenburg
WK047913	Wijk 13 Pelders- en Hoornseveld
WK047914	Wijk 14 Rosmolenwijk
WK047915	Wijk 15 Kogerveldwijk
WK047916	Wijk 16 Zaandam Noord
WK047921	Wijk 21 Oude Haven
WK047922	Wijk 22 Zaandam West
WK047923	Wijk 23 Nieuw West
WK047931	Wijk 31 Oud Koog a/d Zaan
WK047932	Wijk 32 Westerkoog
WK047941	Wijk 41 Oud Zaandijk
WK047942	Wijk 42 Rooswijk
WK047951	Wijk 51 Wormerveer
WK047961	Wijk 61 Krommenie Oost
WK047962	Wijk 62 Krommenie West
WK047971	Wijk 71 Assendelft-Zuid
WK047972	Wijk 72 Assendelft-Noord
WK047981	Wijk 81 Westzaan
WK048201	Wijk 01 Centrum
WK048202	Wijk 02 Kinderdijk
WK048203	Wijk 03 Blokweer
WK048204	Wijk 04 Souburgh
WK048205	Wijk 05 Bedrijventerrein
WK048206	Wijk 06 Landelijk gebied
WK048401	Oudshoorn
WK048402	Ridderveld
WK048403	Zegersloot
WK048404	Hoorn
WK048405	Hoge Zijde
WK048406	Lage Zijde
WK048407	Steekterpolder
WK048408	Kerk en Zanen
WK048409	Rietveld
WK048431	Benthuizen
WK048445	Aarlanderveen
WK048470	Boskoop
WK048471	Zwammerdam
WK048491	Hazerswoude-Dorp
WK048494	Hazerswoude-Rijndijk
WK048496	Koudekerk aan den Rijn
WK048901	Wijk 01 Centrum
WK048902	Wijk 02 Noord
WK048903	Wijk 03 Binnenland
WK048904	Wijk 04 Oranjewijk
WK048905	Wijk 05 Buitenoord
WK048906	Wijk 06 Ter Leede
WK048907	Wijk 07 Paddewei
WK048908	Wijk 08 Molenvliet
WK048909	Wijk 09 Nieuweland
WK048910	Wijk 10 Dorpzicht
WK048911	Wijk 11 Bijdorp
WK048912	Wijk 12 Smitshoek
WK048913	Wijk 13 Voordijk
WK048914	Wijk 14 Meerwede
WK048915	Wijk 15 Waterkant
WK048916	Wijk 16 Havenkwartier
WK048917	Wijk 17 Gaatkensoog
WK048918	Wijk 18 Riederhoek
WK048919	Wijk 19 Vrijheidsakker
WK048920	Wijk 20 Vrijenburg
WK048930	Wijk 30 Buitengebied Noord
WK048931	Wijk 31 Buitengebied Zuid
WK048950	Wijk 50 Bedrijventerreinen
WK049800	Hoogkarspel
WK049801	Westwoud
WK049802	Oosterblokker
WK049803	Venhuizen
WK049804	Wijdenes
WK049805	Schellinkhout
WK049806	Hem
WK049807	Oosterleek
WK049899	Groot water
WK050201	Capelle West en 's Gravenland
WK050202	Middelwatering West
WK050203	Middelwatering Oost
WK050204	Oostgaarde Zuid
WK050205	Oostgaarde Noord
WK050206	Schenkel
WK050207	Schollevaar Zuid
WK050208	Schollevaar Noord
WK050209	Rivium
WK050311	Wijk 11 Binnenstad
WK050312	Wijk 12 Vrijenban
WK050313	Wijk 13 Hof van Delft
WK050314	Wijk 14 Voordijkshoorn
WK050316	Wijk 16 Delftse Hout
WK050322	Wijk 22 Tanthof-West
WK050323	Wijk 23 Tanthof-Oost
WK050324	Wijk 24 Voorhof
WK050325	Wijk 25 Buitenhof
WK050326	Wijk 26 Abtswoude
WK050327	Wijk 27 Schieweg
WK050328	Wijk 28 Wippolder
WK050329	Wijk 29 Ruiven
WK050501	Wijk 01 Binnenstad
WK050502	Wijk 02 Noordflank
WK050503	Wijk 03 Oud Krispijn
WK050504	Wijk 04 Nieuw-krispijn
WK050505	Wijk 05 Het Reeland
WK050506	Wijk 06 Staart
WK050507	Wijk 07 Wielwijk
WK050508	Wijk 08 Crabbehof/Zuidhoven
WK050509	Wijk 09 Sterrenburg
WK050510	Wijk 10 Dubbeldam
WK050511	Wijk 11 Stadspolders
WK050519	Wijk 19 Industriegebied West
WK050598	Wijk 98 Verspreide bebouwing
WK050599	Groot water
WK051201	Wijk 01 Gorinchem binnenstad
WK051202	Wijk 02 Wijdschild
WK051203	Wijk 03 Lingewijk
WK051204	Wijk 04 haarwijk
WK051205	Wijk 05 Stalkaarsen
WK051206	Wijk 06 Gildenwijk
WK051207	Wijk 07 Schelluinsestraat
WK051208	Wijk 08 Avelingen Oost
WK051209	Wijk 09 Avelingen West
WK051210	Wijk 10 Molenvliet
WK051211	Wijk 11 laag Dalem
WK051212	Wijk 12 Dalem
WK051213	Wijk 13 Hoog Dalem
WK051214	Wijk 14 Bedrijventerrein Oost
WK051215	Wijk 15 Papland
WK051216	Wijk 16 schotdeuren
WK051217	Wijk 17 Bedrijventerrein Noord
WK051218	Wijk 18 Landelijk gebied West
WK051219	Wijk 19 Landelijk gebied Noord
WK051220	Wijk 20 Landelijk gebied Oost
WK051221	Wijk 21 Landelijk gebied Zuid
WK051301	Binnenstad
WK051302	De Korte Akkeren
WK051303	Bloemendaal
WK051304	Plaswijck
WK051305	Noord
WK051306	Kort Haarlem
WK051307	Goverwelle
WK051308	Stolwijkersluis
WK051309	Westergouwe
WK051801	Wijk 01 Oostduinen
WK051802	Wijk 02 Belgisch Park
WK051803	Wijk 03 Westbroekpark en Duttendel
WK051804	Wijk 04 Benoordenhout
WK051805	Wijk 05 Archipelbuurt
WK051806	Wijk 06 Van Stolkpark en Scheveningse Bosjes
WK051807	Wijk 07 Scheveningen
WK051808	Wijk 08 Duindorp
WK051809	Wijk 09 Geuzen- en Statenkwartier
WK051810	Wijk 10 Zorgvliet
WK051811	Wijk 11 Duinoord
WK051812	Wijk 12 Bomen- en Bloemenbuurt
WK051813	Wijk 13 Vogelwijk
WK051814	Wijk 14 Bohemen en Meer en Bos
WK051815	Wijk 15 Kijkduin en Ockenburgh
WK051816	Wijk 16 Kraayenstein en Vroondaal
WK051817	Wijk 17 Loosduinen
WK051818	Wijk 18 Waldeck
WK051819	Wijk 19 Vruchtenbuurt
WK051820	Wijk 20 Valkenboskwartier
WK051821	Wijk 21 Regentessekwartier
WK051822	Wijk 22 Zeeheldenkwartier
WK051823	Wijk 23 Willemspark
WK051824	Wijk 24 Haagse Bos
WK051825	Wijk 25 Mariahoeve en Marlot
WK051826	Wijk 26 Bezuidenhout
WK051827	Wijk 27 Stationsbuurt
WK051828	Wijk 28 Centrum
WK051829	Wijk 29 Schildersbuurt
WK051830	Wijk 30 Transvaalkwartier
WK051831	Wijk 31 Rustenburg en Oostbroek
WK051832	Wijk 32 Leyenburg
WK051833	Wijk 33 Bouwlust en Vrederust
WK051834	Wijk 34 Morgenstond
WK051835	Wijk 35 Zuiderpark
WK051836	Wijk 36 Moerwijk
WK051837	Wijk 37 Groente- en Fruitmarkt
WK051838	Wijk 38 Laakkwartier en Spoorwijk
WK051839	Wijk 39 Binckhorst
WK051840	Wijk 40 Wateringse Veld
WK051841	Wijk 41 Hoornwijk
WK051842	Wijk 42 Ypenburg
WK051843	Wijk 43 Forepark
WK051844	Wijk 44 Leidschenveen
WK051899	Groot water
WK052301	Neder Hardinxveld
WK052302	De Peulen
WK052303	Boven Hardinxveld
WK052304	Giessendam
WK053101	Wijk 01 Centrum
WK053102	Wijk 02 Krommeweg
WK053103	Wijk 03 De Volgerlanden
WK053104	Wijk 04 Sandelingen-Ambacht
WK053105	Wijk 05 De Oevers
WK053201	Stede Broec Buitengebied
WK053202	Stede Broec Noord
WK053203	Stede Broec Zuid
WK053299	Groot water
WK053401	Hillegom Midden
WK053402	Hillegom Noord
WK053403	Hillegom Zuid
WK053404	Hillegom West
WK053405	Buitengebied
WK053701	Katwijk Noord
WK053702	't Heen
WK053703	Katwijk aan den Rijn
WK053705	Katwijk aan Zee
WK053706	Landelijk gebied Katwijk
WK053707	Rijnsburg
WK053708	Valkenburg
WK053799	Groot water
WK054200	Wijk 00 Krimpen aan den IJssel
WK054600	Binnenstad-Zuid
WK054601	Binnenstad-Noord
WK054602	Stationsdistrict
WK054603	Leiden-Noord
WK054604	Roodenburgerdistrict
WK054605	Bos- en Gasthuisdistrict
WK054606	Morsdistrict
WK054607	Boerhaavedistrict
WK054608	Merenwijkdistrict
WK054609	Stevenshofdistrict
WK054700	Wijk 00
WK054701	Wijk 01
WK054702	Wijk 02
WK055301	Lisse Noord
WK055302	Centrum
WK055303	Lisse Zuid
WK055304	Buitengebied
WK055601	Wijk 01 Taanschuurpolder
WK055602	Wijk 02 Dijkpolder
WK055603	Sluispolder
WK055604	Wijk 04 Kapelpolder
WK055605	Wijk 05 Burgemeesterswijk
WK055606	Wijk 06 Steendijkpolder
WK055607	Wijk 07 Aalkeetpolder
WK055608	Wijk 08 Wilgenrijk
WK056900	Wijk 00
WK056901	Wijk 01 Nieuwveen
WK056902	Wijk 02 Zevenhoven
WK056903	Wijk 03 Ter Aar
WK057500	Noordwijk Zee
WK057501	Noordwijk Binnen
WK057502	Noordwijk Buitengebied
WK057503	Noordwijkerhout
WK057504	Noordwijkerhout Buitengebied
WK057505	De Zilk
WK057599	Groot water
WK057901	Oud Oegstgeest
WK057902	Oudenhof
WK057903	De Kwaak
WK057904	Oegstgeest Noord
WK057905	Oegstgeest West
WK058901	Hekendorp
WK058902	Oudewater
WK058903	Papekop
WK058904	Snelrewaard
WK059001	Westpolder
WK059002	Molenvliet
WK059003	Kraaihoek
WK059004	Middenpolder
WK059005	Wilgendonk
WK059006	De Kooy-Oosteind
WK059007	Oostpolder
WK059008	Vriesenpolder
WK059009	De Noordoever
WK059701	Centrum
WK059702	West
WK059703	Oost
WK059704	Drievliet
WK059705	Het Zand
WK059706	Slikkerveer
WK059707	Bolnes
WK059708	Rijsoord
WK059709	Oostendam
WK059710	Donkersloot
WK059711	Verenambacht
WK059712	Cornelisland
WK059901	Rotterdam Centrum
WK059903	Delfshaven
WK059904	Overschie
WK059905	Noord
WK059906	Hillegersberg-Schiebroek
WK059908	Kralingen-Crooswijk
WK059910	Feijenoord
WK059912	IJsselmonde
WK059913	Pernis
WK059914	Prins Alexander
WK059915	Charlois
WK059916	Hoogvliet
WK059917	Hoek van Holland
WK059918	Spaanse Polder
WK059919	Nieuw Mathenesse
WK059921	Waalhaven-Eemhaven
WK059922	Vondelingenplaat
WK059923	Botlek-Europoort-Maasvlakte
WK059924	Rotterdam-Noord-West
WK059925	Rivium
WK059927	Rozenburg
WK059999	Groot water
WK060301	Wijk 01
WK060302	Wijk 02
WK060303	Wijk 03
WK060304	Wijk 04
WK060305	Wijk 05
WK060306	Wijk 06
WK060307	Wijk 07
WK060308	Wijk 08
WK060309	Wijk 09
WK060310	Wijk 10
WK060311	Wijk 11
WK060600	Wijk 00 Centrum
WK060601	Wijk 01 Oost
WK060602	Wijk 02 Schiedamse Havens
WK060603	Wijk 03 West
WK060604	Wijk 04 Zuid
WK060605	Wijk 05 Kethel
WK060606	Wijk 06 Nieuwland
WK060607	Wijk 07 Groenoord
WK060608	Wijk 08 Industrie
WK060609	Wijk 09 Woudhoek
WK060610	Wijk 10 Spaland en Sveaparken
WK060611	Wijk 11 Polderbuitengebied
WK061001	Wijk 01 Sliedrecht-West
WK061002	Wijk 02 Sliedrecht-Centrum
WK061003	Wijk 03 Sliedrecht-Oost
WK061004	Wijk 04 Sliedrecht-Noord
WK061301	Wijk 01 Poortugaal-Noord
WK061302	Wijk 02 Rhoon-Noord
WK061303	Wijk 03 Poortugaal-Zuid
WK061304	Wijk 04 Rhoon-Zuid
WK061305	Wijk 05 Buitengebied Albrandswaard
WK061306	Wijk 06 Portland
WK061307	Wijk 07 Rotterdam-Albrandswaard
WK062201	Centrum
WK062202	Westwijk
WK062203	Vettenoordse Polder
WK062204	Oostwijk
WK062205	Vlaardinger Ambacht
WK062206	Holy Zuid
WK062207	Holy Noord
WK062208	Broekpolder
WK062600	Wijk 00
WK062701	Wijk 01
WK062702	Wijk 02
WK062703	Wijk 03
WK062704	Wijk 04
WK062900	Wijk 00 Zuidwestelijk deel der gemeente
WK062901	Wijk 01 Noordoostelijk deel der gemeente
WK062999	Groot water
WK063201	Wijk 01 Woerden-Midden
WK063202	Wijk 02 Woerden-West
WK063203	Wijk 03 Woerden-Oost
WK063204	Wijk 04 Buitengebied Woerden-West
WK063205	Wijk 05 Buitengebied Woerden-Oost
WK063206	Wijk 06 Harmelen
WK063207	Wijk 07 Kamerik
WK063208	Wijk 08 Zegveld
WK063700	Centrum
WK063701	Meerzicht
WK063702	Buytenwegh de Leyens
WK063703	Seghwaert
WK063704	Noordhove
WK063705	Rokkeveen
WK063706	Oosterheem
WK063708	Industriegebied
WK063709	Buitengebied
WK063800	Zoeterwoude-Dorp
WK063801	Westeinde
WK063802	Zuidbuurt
WK063803	Weipoort
WK063804	Gelderswoude
WK063809	Verspreide huizen
WK063810	Zoeterwoude-Rijndijk
WK064201	Wijk 01 Walburg
WK064202	Wijk 02 Centrum
WK064203	Wijk 03 Noord
WK064204	Wijk 04 Heer Oudelands Ambacht
WK064205	Wijk 05 Kort Ambacht
WK064206	Wijk 06 Nederhoven
WK064207	Wijk 07 Verspreide bebouwing
WK064208	Wijk 08 Bebouwde kom Heerjansdam
WK064209	Wijk 09 Landelijk gebied Heerjansdam
WK065401	Baarland
WK065402	Borssele
WK065403	Driewegen
WK065404	Ellewoutsdijk
WK065405	Heinkenszand
WK065406	Hoedekenskerke
WK065407	Kwadendamme
WK065408	Lewedorp
WK065409	Nieuwdorp
WK065410	Nisse
WK065411	Oudelande
WK065412	Ovezande
WK065413	's-Gravenpolder
WK065414	's-Heer Abtskerke
WK065415	's-Heerenhoek
WK065499	Groot water
WK066401	Wijk 01 Goes
WK066402	Wijk 02 Wilhelminadorp
WK066403	Wijk 03 Kloetinge
WK066404	Wijk 04 Kattendijke
WK066405	Wijk 05 's-Heer-Arendskerke
WK066406	Wijk 06 Eindewege
WK066407	Wijk 07 's-Heer-Hendrikskinderen
WK066408	Wijk 08 Wolphaartsdijk
WK066409	Wijk 09 Oud-Sabbinge
WK066499	Groot water
WK066801	Wijk 01 Alphen
WK066802	Wijk 02 Altforst
WK066803	Wijk 03 Appeltern
WK066804	Wijk 04 Beneden-Leeuwen
WK066805	Wijk 05 Boven-Leeuwen
WK066806	Wijk 06 Dreumel
WK066807	Wijk 07 Maasbommel
WK066808	Wijk 08 Wamel
WK067701	Hulst
WK067702	Sint Jansteen
WK067703	Clinge
WK067704	Graauw
WK067705	Heikant
WK067706	Nieuw Namen
WK067707	Kapellebrug
WK067708	Kloosterzande
WK067709	Lamswaarde
WK067710	Terhole
WK067711	Vogelwaarde
WK067712	Hengstdijk
WK067713	Ossenisse
WK067714	Kuitaart
