kvknummer,sbicode,vestigingsnummer
41169944,Verzorgingshuizen (87.30.2),000034926291
41169944,Verzorgingshuizen (87.30.2),000034926283
41173845,Algemene ziekenhuizen (86.10.2),000002268051
41173845,Jeugdzorg met overnachting en dagverblijven voor jeugdzorg (87.90.1),000002268051
41173845,Ambulante jeugdzorg (88.99.1),000002268051
41173845,Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie) (86.22.1),000039990354
41173845,Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie) (86.22.1),000002268019
41173845,Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie) (86.22.1),000039990362
41173845,Apotheken (47.73),000027768384
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000030696666
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020831714
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020934181
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020831587
41174469,Ondersteuning en begeleiding van gehandicapten (88.10.3),000042752612
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020933401
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000000122076
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020933436
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000035931361
41174469,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000026905302
41174469,Maatschappelijk werk (88.99.2),000026905302
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000057251754
41174469,Ondersteuning en begeleiding van gehandicapten (88.10.3),000050179519
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020831390
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000027651606
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020933371
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000057251762
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047022205
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020934238
41174469,Akker- en/of tuinbouw in combinatie met het fokken en houden van dieren (15.0),000020934238
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020933363
41174469,Akker- en/of tuinbouw in combinatie met het fokken en houden van dieren (15.0),000020933363
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020831358
41174469,Verhuur van overige woonruimte (68.20.3),000034018034
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020831366
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020934157
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000035866837
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020831323
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020830823
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000034071083
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020934122
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020831285
41174469,Ondersteuning en begeleiding van gehandicapten (88.10.3),000054381851
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000035866829
41174469,Maatschappelijk werk (88.99.2),000026904357
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020831293
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020831269
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020934041
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020831226
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020933991
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031464769
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020830521
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020830483
41174469,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000026904780
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000027651614
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020933894
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020830440
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020831242
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020933967
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020830432
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000030696658
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020831153
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020830351
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020830335
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020830866
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047022191
41174469,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000047022191
41174469,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000026904799
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020830270
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020830807
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020830254
41174469,Jeugdzorg met overnachting en dagverblijven voor jeugdzorg (87.90.1),000026905272
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020829086
41174469,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000026904322
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020830777
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020830769
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020831633
41174469,Overige administratiekantoren (69.20.9),000020933355
41174469,Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie) (86.22.1),000020933355
41174469,Praktijken van tandartsen (86.23.1),000020933355
41174469,Praktijken van fysiotherapeuten (86.91.2),000020933355
41174469,"Praktijken van psychotherapeuten, psychologen en pedagogen (86.91.3)",000020933355
41174469,Overige paramedische praktijken (geen fysiotherapie en psychologie) en alternatieve genezers (86.91.9),000020933355
41174469,Arbobegeleiding en reïntegratie (86.92.2),000020933355
41174469,Preventieve gezondheidszorg (geen arbobegeleiding) (86.92.3),000020933355
41174469,Ambulante jeugdzorg (88.99.1),000020933355
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020933487
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020830157
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020830076
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020831617
41174469,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000026905264
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000042752604
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020933452
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020830092
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020831749
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020933517
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020829973
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032243839
41174469,Ondersteuning en begeleiding van gehandicapten (88.10.3),000060123958
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000027361152
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020830696
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020830637
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020830653
41174469,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000026904330
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032243766
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020829922
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000054342333
41174469,Kinderopvang (88.91),000045870748
41174469,Ondersteuning en begeleiding van gehandicapten (88.10.3),000054381878
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028129563
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000054342341
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020829728
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000027856119
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020830580
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020829671
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020830556
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020829639
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000026905256
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000050179152
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020933495
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020829485
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020829124
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000034317694
41174469,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000026905221
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020829094
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028697669
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000026905213
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020829353
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020829078
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020829035
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020933878
41174469,Ondersteuning en begeleiding van gehandicapten (88.10.3),000058338314
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020829388
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020829000
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020829280
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020828977
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020829221
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020829183
41174469,Maatschappelijk werk (88.99.2),000026904373
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028129555
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051530309
41174469,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000026904810
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031464742
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020828926
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020828918
41174469,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000026904349
41174469,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000026905299
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000050380672
41174469,Ondersteuning en begeleiding van gehandicapten (88.10.3),000050380672
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000060924071
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020828829
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020831552
41174469,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020831536
41177415,"Opslag in distributiecentra en overige opslag (niet in tanks, koelhuizen e.d.) (52.10.9)",000039187896
41177415,Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie) (86.22.1),000021961786
41177415,Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie) (86.22.1),000028861973
41177415,Algemene ziekenhuizen (86.10.2),000021961557
41177415,Algemene ziekenhuizen (86.10.2),000021961425
41177415,Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie) (86.22.1),000028861426
41177415,Algemene ziekenhuizen (86.10.2),000021961220
41177415,Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie) (86.22.1),000058501819
41177415,Overige administratiekantoren (69.20.9),000039187918
41177433,Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie) (86.22.1),000021531986
41177433,Bedrijfsopleiding en -training (85.59.2),000021531986
41177433,Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie) (86.22.1),000021532125
41177433,Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie) (86.22.1),000021532117
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023667249
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023667257
41177807,Kinderopvang (88.91),000050306049
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053546040
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023667281
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023667303
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023667311
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023666978
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023667524
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032690797
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032690819
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023667532
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047441534
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000026195763
41177807,Winkels gespecialiseerd in overige artikelen (rest) (47.78.9),000007199015
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032690878
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032690851
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032690835
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032691300
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023667559
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047441496
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000057941351
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032690894
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047441526
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032690924
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032690916
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032690908
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032690800
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032691203
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000055704875
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000055704883
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048472700
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048472719
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048472875
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048472883
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048472891
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048472905
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048472913
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048473227
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048473235
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048473243
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048473251
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048473278
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058407812
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058407804
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048472379
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048472387
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048472395
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048472409
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048472417
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048472484
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048472492
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048472506
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048472514
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048472522
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048472670
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048472689
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048472697
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023667567
41177807,"Opslag in distributiecentra en overige opslag (niet in tanks, koelhuizen e.d.) (52.10.9)",000047441518
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023667575
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023667583
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023667613
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023667842
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032691289
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053546059
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023667877
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022210644
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053546024
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023667893
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023667907
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023667915
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032691238
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000035832746
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023667923
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000045056633
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032691254
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000026196816
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000026196875
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000026196921
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000026196972
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000026197014
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023667230
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032691262
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032691270
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043388477
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023666951
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053546067
41177807,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053546032
41178623,Verzorgingshuizen (87.30.2),000021910677
41178623,Thuiszorg (88.10.1),000021910677
41178753,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000024752045
41178753,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023007893
41178753,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023007974
41178753,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000025219073
41178753,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000044895771
41178753,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000041956338
41178753,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023008520
41178753,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000054383196
41178753,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000039733963
41178753,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000041956311
41178753,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000055644953
41178753,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023007664
41178753,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023007818
41178753,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048512826
41178753,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023007907
41178753,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023008954
41178753,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023008539
41178753,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023007710
41178753,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023008806
41178753,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023008636
41178753,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023008814
41178753,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023008024
41178753,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023007982
41178753,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023008512
41178753,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023007826
41180026,Verpleeghuizen (87.10),000021758158
41180026,Verpleeghuizen (87.10),000021757909
41180026,Verpleeghuizen (87.10),000021758131
41180026,Verpleeghuizen (87.10),000034988246
41180026,Verzorgingshuizen (87.30.2),000041719417
41180026,Verpleeghuizen (87.10),000036192910
41180032,Verzorgingshuizen (87.30.2),000031672388
41180032,Verpleeghuizen (87.10),000031672248
41180032,Verpleeghuizen (87.10),000010266496
41180032,Verzorgingshuizen (87.30.2),000010267948
41180032,Verpleeghuizen (87.10),000010266453
41180032,Verzorgingshuizen (87.30.2),000010266526
41180032,Verzorgingshuizen (87.30.2),000010267956
41180827,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000021931666
41180827,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000021932425
41180827,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000021932328
41180827,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000021932778
41180827,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000021931593
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000057377723
41180956,Verhuur van onroerend goed (niet van woonruimte) (68.20.4),000057377723
41180956,Uitleenbureaus (78.20.2),000057377723
41180956,Maatschappelijk opvang met overnachting (87.90.2),000057377723
41180956,"Overig maatschappelijk advies, gemeenschapshuizen en samenwerkingsorganen op het gebied van welzijn (88.99.9)",000057377723
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000046212620
41180956,"Overig maatschappelijk advies, gemeenschapshuizen en samenwerkingsorganen op het gebied van welzijn (88.99.9)",000046212620
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000044442327
41180956,Verhuur van onroerend goed (niet van woonruimte) (68.20.4),000044442327
41180956,Uitleenbureaus (78.20.2),000044442327
41180956,Maatschappelijk opvang met overnachting (87.90.2),000044442327
41180956,"Overig maatschappelijk advies, gemeenschapshuizen en samenwerkingsorganen op het gebied van welzijn (88.99.9)",000044442327
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000022481796
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000046212604
41180956,"Overig maatschappelijk advies, gemeenschapshuizen en samenwerkingsorganen op het gebied van welzijn (88.99.9)",000046212604
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000046212612
41180956,"Overig maatschappelijk advies, gemeenschapshuizen en samenwerkingsorganen op het gebied van welzijn (88.99.9)",000046212612
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000052453804
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000022482202
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000052453820
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000039494764
41180956,Maatschappelijk opvang met overnachting (87.90.2),000020986319
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000052684997
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000029369401
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000055535852
41180956,"Overig maatschappelijk advies, gemeenschapshuizen en samenwerkingsorganen op het gebied van welzijn (88.99.9)",000055535852
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000022482229
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000022481788
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000029369371
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000035346221
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000029179009
41180956,Maatschappelijk opvang met overnachting (87.90.2),000020986246
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000022482199
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000039494772
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000029369398
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000022482288
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000022482253
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000029179114
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000022482245
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000022482261
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000022482318
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000022481745
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000052453812
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000029369355
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000022481834
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000022482326
41180956,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000022481702
41180956,Uitleenbureaus (78.20.2),000022481702
41181294,Verzorgingshuizen (87.30.2),000054339898
41184520,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000028038185
41184520,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000028038118
41184520,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000028038126
41184520,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000049632736
41184520,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000028038150
41184520,Praktijken van psychiaters en dagbehandelcentra voor geestelijke gezondheids- en verslavingszorg (86.22.2),000050025988
41184520,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000049632744
41184520,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000028038134
41184520,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000028038177
41184520,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000028038169
